ODD L/Min entries	Count	Percentage	Percentage included	Map to
Other: continuous albuterol neb via face mask	13	3.13086359573904E-06		
Other: Doble barrell	12	2.89002793452834E-06		
Other: Scoop/BBO2 mask	12	2.89002793452834E-06		
Other: double barrell O2 set-up	12	2.89002793452834E-06		
Other: nebulizer tx	12	2.89002793452834E-06		
Other: nasal cannula w/ prongs cut off	12	2.89002793452834E-06		
Other: trac collar	12	2.89002793452834E-06		
Other: ambu mask	12	2.89002793452834E-06		
Other: Shovel Mask	12	2.89002793452834E-06		
Other: Tcom calibrating	12	2.89002793452834E-06		
Other: Nasal Hood	12	2.89002793452834E-06		
Other: HFVO	12	2.89002793452834E-06		
Other: patient uses neb set up with NS on 3 liters for comfort; I tried to get her to use a scoop mask with blowby, but she refused	12	2.89002793452834E-06		
Other: He/O2 with partial rebreather	12	2.89002793452834E-06		
Other: Talked to Fellow about taking the PT off of 5L via NC due to improved CXR and prolonged high FiO2 exposure concern. Fellow agreed. Will continue to monitor peumothorax if follow-up CXR's are taken. RN unable to be located to make aware of change	12	2.89002793452834E-06		
Other: hood	12	2.89002793452834E-06		
Other: 100% humidified o2	12	2.89002793452834E-06		
Other: continuos albuterol	12	2.89002793452834E-06		
Other: Speaking valve with oxygen port	12	2.89002793452834E-06		
Other: trach Mask	12	2.89002793452834E-06		
Other: Cont. Alb. By  Mask	12	2.89002793452834E-06		
Other: DBL Barrel O2	11	2.64919227331765E-06		
Other: Continuous Ablbuterol Nebulizer	11	2.64919227331765E-06		
Other: PMV with 02 port	11	2.64919227331765E-06		
Other: humidified O2.	11	2.64919227331765E-06		
Other: capnometer	11	2.64919227331765E-06		
Other: nrb	11	2.64919227331765E-06		
Other: low nasal cannula	11	2.64919227331765E-06		
Other: nasal cannula and non rebreather.	11	2.64919227331765E-06		
Other: ETT	11	2.64919227331765E-06		
Other: 125cc	11	2.64919227331765E-06		
Other: Cont. Alb. aerosol mask	11	2.64919227331765E-06		
Other: A-bag	11	2.64919227331765E-06		
Other: Oxyhood	11	2.64919227331765E-06		
Other: 02 shut off	11	2.64919227331765E-06		
Other: mist blow-by	11	2.64919227331765E-06		
Other: Double barrel blow by	11	2.64919227331765E-06		
Other: .5-1liter	11	2.64919227331765E-06		
Other: Cont alb	11	2.64919227331765E-06		
Other: Nebulizer Treatment	11	2.64919227331765E-06		
Other: cont. alb. neb	11	2.64919227331765E-06		
Other: Aerosol face mask	11	2.64919227331765E-06		
Other: Oxymizer Pendant	11	2.64919227331765E-06		
Other: aerosol mask, heliox	11	2.64919227331765E-06		
Other: humidified oxygen via mask	11	2.64919227331765E-06		
Other: room air challenge	11	2.64919227331765E-06		
Other: Cool mist	11	2.64919227331765E-06		
Other: albuterol	11	2.64919227331765E-06		
Other: manual bagging	11	2.64919227331765E-06		
Other: scoop, humidified O2	11	2.64919227331765E-06		
Other: Trach colar	11	2.64919227331765E-06		
Other: single barrel face mask	11	2.64919227331765E-06		
Other: off O2	11	2.64919227331765E-06		
Other: humidiefied oxygen via blowby	11	2.64919227331765E-06		
Other: CAP	11	2.64919227331765E-06		
Other: neb treatmeant	11	2.64919227331765E-06		
Other: normal saline nebs	10	2.40835661210695E-06		
Other: A-Bag	10	2.40835661210695E-06		
Other: continuous aerosal	10	2.40835661210695E-06		
Other: Mist cube	10	2.40835661210695E-06		
Other: etco2	10	2.40835661210695E-06		
Other: aerosol tent mask	10	2.40835661210695E-06		
Other: simple mask via trach	10	2.40835661210695E-06		
Other: BBO2 prn	10	2.40835661210695E-06		
Other: humidified oxygen mask	10	2.40835661210695E-06		
Other: Heliox 80:20	10	2.40835661210695E-06		
Other: humidifed mist for comfort	10	2.40835661210695E-06		
Other: NC with oxymizer	10	2.40835661210695E-06		
Other: blow by 02	10	2.40835661210695E-06		
Other: humidifed mask	10	2.40835661210695E-06		
Other: neb tx by mom	10	2.40835661210695E-06		
Other: AVAPS 200cc/8Peep	10	2.40835661210695E-06		
Other: positive pressure	10	2.40835661210695E-06		
Other: blowby	10	2.40835661210695E-06		
Other: hand bagging	10	2.40835661210695E-06		
0	10	2.40835661210695E-06		
Other: humidified oxygen to trach	10	2.40835661210695E-06		
Other: continuous albuterol via BIPAP	10	2.40835661210695E-06		
Other: humidifier	10	2.40835661210695E-06		
Other: trach/4L 02	10	2.40835661210695E-06		
Other: normal saline neb	10	2.40835661210695E-06		
Other: heliox 5L	10	2.40835661210695E-06		
Other: 100% Humidified O2	10	2.40835661210695E-06		
Other: face mask 28% O2	10	2.40835661210695E-06		
Other: con't albuterol neb	10	2.40835661210695E-06		
Other: 80/20 heliox	10	2.40835661210695E-06		
Other: Shovel mask  double barrel	10	2.40835661210695E-06		
Other: humidified o2 with shovel mask	10	2.40835661210695E-06		
Other: ambu bag to trach	10	2.40835661210695E-06		
Other: PPV	10	2.40835661210695E-06		
Other: home vent	10	2.40835661210695E-06		
Other: .single barrell O2 set-up	10	2.40835661210695E-06		
Other: CONT ALBUTEROL BY MASK	10	2.40835661210695E-06		
Other: heliox and cont albuterol	10	2.40835661210695E-06		
Other: trache collar	10	2.40835661210695E-06		
Other: cool 02 mist	10	2.40835661210695E-06		
Other: humidified Oxygen	10	2.40835661210695E-06		
Other: oxygen cone 8 L/min	10	2.40835661210695E-06		
Other: trach 3.0 uncuffed bivona.	10	2.40835661210695E-06		
Other: valve	9	2.16752095089626E-06		
Other: Humidified O2 @ 70% via mask	9	2.16752095089626E-06		
Other: trach collar with double barrel	9	2.16752095089626E-06		
Other: HME with O2 port	9	2.16752095089626E-06		
Other: bagged via ETT	9	2.16752095089626E-06		
Other: Dual Flow AFM	9	2.16752095089626E-06		
Other: ETT with bagging	9	2.16752095089626E-06		
Other: Cont. Alb nebulizer	9	2.16752095089626E-06		
Other: Neb mask	9	2.16752095089626E-06		
Other: cool mist BBO2 28%	9	2.16752095089626E-06		
Other: 10L Heliox 80/20	9	2.16752095089626E-06		
Other: Cont. Alb mask	9	2.16752095089626E-06		
Other: funnal	9	2.16752095089626E-06		
Other: low-flow nasal cannula	9	2.16752095089626E-06		
Other: 30% trach collar	9	2.16752095089626E-06		
Other: Trach coller	9	2.16752095089626E-06		
Other: Not done due to G-tube becoming misplaced.  Suctioning done.  Will continue to evaluate PT for suctioning.	9	2.16752095089626E-06		
Other: humidified trach mask	9	2.16752095089626E-06		
Other: Nasal Cannula with ETCO2 monitoring	9	2.16752095089626E-06		
Other: trach cannula	9	2.16752095089626E-06		
Other: 100 % DOUBLE BARREL attached to blow by face mask (pt will not wear other face mask at this time	9	2.16752095089626E-06		
Other: neb treatment-	9	2.16752095089626E-06		
Other: sprint off cpap	9	2.16752095089626E-06		
Other: mist blowby	9	2.16752095089626E-06		
Other: Vent: PSV 8/5 40%	9	2.16752095089626E-06		
Other: rebreather	9	2.16752095089626E-06		
Other: blow-by humidified oxygen	9	2.16752095089626E-06		
Other: cool mist HOB	9	2.16752095089626E-06		
Other: alb neb	9	2.16752095089626E-06		
Other: Continuous Alb	9	2.16752095089626E-06		
Other: 100% humidified 02	9	2.16752095089626E-06		
Other: home mask	9	2.16752095089626E-06		
Other: cool mist  bloew  by	9	2.16752095089626E-06		
Other: Bag mask	9	2.16752095089626E-06		
Other: Oxy Cube	9	2.16752095089626E-06		
Other: heated trach collar	9	2.16752095089626E-06		
Other: NC in mouth	9	2.16752095089626E-06		
Other: nc	9	2.16752095089626E-06		
Other: Double Barrel Aerosol Mask	9	2.16752095089626E-06		
Other: double barrel @ 70%	9	2.16752095089626E-06		
Other: combi neb	9	2.16752095089626E-06		
Other: cone	9	2.16752095089626E-06		
Other: HME to trach	9	2.16752095089626E-06		
Other: nasal canula and simple mask	9	2.16752095089626E-06		
Other: Nasal cannula via End tidal	9	2.16752095089626E-06		
Other: saline nebulizer	9	2.16752095089626E-06		
Other: humidified mist blowby	9	2.16752095089626E-06		
Other: blowby humidified oxygen	9	2.16752095089626E-06		
Other: 30% blow by O2	9	2.16752095089626E-06		
Other: pt being bagged	9	2.16752095089626E-06		
Other: nebs	9	2.16752095089626E-06		
Other: high flow Double barrel mask	9	2.16752095089626E-06		
Other: cont albluterol	9	2.16752095089626E-06		
Other: humified air	9	2.16752095089626E-06		
Other: Changed to humidified O2 scoop	9	2.16752095089626E-06		
Other: 2L NC	9	2.16752095089626E-06		
Other: humidified blowby oxygen	9	2.16752095089626E-06		
Other: blowby with mist	9	2.16752095089626E-06		
Other: NC via OA	8	1.92668528968556E-06		
Other: cool o2 mist	8	1.92668528968556E-06		
Other: humidified o2 SCOOP	8	1.92668528968556E-06		
Other: anesthesia ventilator	8	1.92668528968556E-06		
Other: a-bag	8	1.92668528968556E-06		
Other: albuteral neb	8	1.92668528968556E-06		
Other: speaking valve with O2	8	1.92668528968556E-06		
Other: 0.25L/min	8	1.92668528968556E-06		
Other: non rebreather	8	1.92668528968556E-06		
Other: Scoop	8	1.92668528968556E-06		
Other: anesteshia bag	8	1.92668528968556E-06		
Other: ROOM AIR	8	1.92668528968556E-06		
Other: face mask 28%	8	1.92668528968556E-06		
Other: mist trach colar	8	1.92668528968556E-06		
Other: oral cannula	8	1.92668528968556E-06		
Other: npcpap	8	1.92668528968556E-06		
Other: hospital vent	8	1.92668528968556E-06		
Other: VENTI MASK	8	1.92668528968556E-06		
Other: cpr	8	1.92668528968556E-06		
Other: modified nasal cannula	8	1.92668528968556E-06		
Other: heated	8	1.92668528968556E-06		
Other: artificial nose no oxygen	8	1.92668528968556E-06		
Other: humidified  cool mist	8	1.92668528968556E-06		
Other: bag/mask	8	1.92668528968556E-06		
Other: cooll humidified mist	8	1.92668528968556E-06		
Other: Double Barrel Aerosol	8	1.92668528968556E-06		
Other: 40% Aersol Mask	8	1.92668528968556E-06		
Other: Humidified O2 via scoop	8	1.92668528968556E-06		
Other: 1liter	8	1.92668528968556E-06		
Other: low flow meter nasal cannula	8	1.92668528968556E-06		
Other: OR ambu bag used for blow-by	8	1.92668528968556E-06		
Other: CPAP	8	1.92668528968556E-06		
Other: 2 liters oxygen via nasal cannula	8	1.92668528968556E-06		
Other: Cneb	8	1.92668528968556E-06		
Other: humidified air.	8	1.92668528968556E-06		
Other: humidified O2 via face tent	8	1.92668528968556E-06		
Other: combivent #2	8	1.92668528968556E-06		
Other: nitric by rt	8	1.92668528968556E-06		
Other: RA mist via trach collar	8	1.92668528968556E-06		
Other: 3 LNC & 40% face tent	8	1.92668528968556E-06		
Other: 4.0 cuffed RNTT	8	1.92668528968556E-06		
Other: passe muir valve	8	1.92668528968556E-06		
Other: 30%cool humidified mist	8	1.92668528968556E-06		
Other: trach mist 40 %	8	1.92668528968556E-06		
Other: blender for continuous alb.	8	1.92668528968556E-06		
Other: passy muir valve	8	1.92668528968556E-06		
Other: nasal	8	1.92668528968556E-06		
Other: Mist Tent	8	1.92668528968556E-06		
Other: continuous neb d/c @ 0818	8	1.92668528968556E-06		
Other: o2 tent	8	1.92668528968556E-06		
Other: plastic cone	8	1.92668528968556E-06		
Other: 100% humidified O2 via scoop mask	8	1.92668528968556E-06		
Other: Nebulizer treatment	8	1.92668528968556E-06		
Other: Bag Mask ventilation	8	1.92668528968556E-06		
Other: Cont albuterol	8	1.92668528968556E-06		
Other: Cont. albuterol	7	1.68584962847487E-06		
Other: 1	7	1.68584962847487E-06		
Other: nasal cannula with prongs cut off	7	1.68584962847487E-06		
Other: oxy hood	7	1.68584962847487E-06		
Other: modified face mask	7	1.68584962847487E-06		
Other: continuous Abuterol	7	1.68584962847487E-06		
Other: cont. albuterol mask	7	1.68584962847487E-06		
Other: nasal airway	7	1.68584962847487E-06		
Other: cool mist aerosol mask	7	1.68584962847487E-06		
Other: moisturized trach mask	7	1.68584962847487E-06		
100	7	1.68584962847487E-06		
Other: Double barrel via face mask	7	1.68584962847487E-06		
97	7	1.68584962847487E-06		
Other: mist cube in place	7	1.68584962847487E-06		
Other: hifov	7	1.68584962847487E-06		
Other: INO	7	1.68584962847487E-06		
Other: NCPAP	7	1.68584962847487E-06		
Other: HME with 02 port	7	1.68584962847487E-06		
Other: NiPPV	7	1.68584962847487E-06		
Other: humidified  facetent	7	1.68584962847487E-06		
Other: pt receiving nebulizer treatment	7	1.68584962847487E-06		
Other: combi neb in progress	7	1.68584962847487E-06		
Other: 40%cool mist via FM	7	1.68584962847487E-06		
Other: neb with mask	7	1.68584962847487E-06		
Other: nasal cannula at  liter	7	1.68584962847487E-06		
Other: 100% humidified o2 via trach	7	1.68584962847487E-06		
Other: nitrous on	7	1.68584962847487E-06		
Other: HFT	7	1.68584962847487E-06		
Other: conitnuous nebs-	7	1.68584962847487E-06		
Other: hand bag ventilate	7	1.68584962847487E-06		
Other: blow by, misty	7	1.68584962847487E-06		
Other: Blow By O2 Face mask	7	1.68584962847487E-06		
Other: humidified O2 via scoop	7	1.68584962847487E-06		
Other: aerosal mask	7	1.68584962847487E-06		
Other: Blender	7	1.68584962847487E-06		
Other: AMBU-BAG	7	1.68584962847487E-06		
Other: humidified oxygen via facemask	7	1.68584962847487E-06		
Other: humidified 02 at 100%	7	1.68584962847487E-06		
Blow-By, Other	7	1.68584962847487E-06		
Other: with neb.	7	1.68584962847487E-06		
Other: 35% face mask	7	1.68584962847487E-06		
Other: double barrel mask	7	1.68584962847487E-06		
Other: continious albuterol	7	1.68584962847487E-06		
Other: trach HME	7	1.68584962847487E-06		
Other: tach HME	7	1.68584962847487E-06		
Other: ETCO2 cannula	7	1.68584962847487E-06		
Other: Double Barrel Face Mask	7	1.68584962847487E-06		
Other: cpap	7	1.68584962847487E-06		
Other: trach mask with portable oxygen	7	1.68584962847487E-06		
Other: SVN with duoneb tx	7	1.68584962847487E-06		
Other: DB high flow mask	7	1.68584962847487E-06		
Other: humidified O2 scoop.	7	1.68584962847487E-06		
Other: home o2 mask	7	1.68584962847487E-06		
Other: TRACH MASK	7	1.68584962847487E-06		
Other: end tidal CO2	7	1.68584962847487E-06		
Other: continuous Neb	7	1.68584962847487E-06		
Other: anesthesia machine	7	1.68584962847487E-06		
Other: intubated by anesthesia	7	1.68584962847487E-06		
Other: cool humidified mist blow by	7	1.68584962847487E-06		
Other: albuterol mask	7	1.68584962847487E-06		
Other: .	7	1.68584962847487E-06		
Other: A bag	7	1.68584962847487E-06		
Other: N2O 40%	7	1.68584962847487E-06		
Other: Trach, humidified O2	7	1.68584962847487E-06		
Other: 0.5L	7	1.68584962847487E-06		
Other: humidified 40% oxygen	7	1.68584962847487E-06		
Other: to trach	7	1.68584962847487E-06		
Other: Cont Alb	7	1.68584962847487E-06		
Other: a bag	7	1.68584962847487E-06		
Other: Trach HME	7	1.68584962847487E-06		
Other: Heliox 80/20 via NC	7	1.68584962847487E-06		
Other: Triology  200	7	1.68584962847487E-06		
Other: 40% aerosol mask	7	1.68584962847487E-06		
Other: contin. neb	7	1.68584962847487E-06		
Other: humidified O2 scoop mask blowby	7	1.68584962847487E-06		
Other: racemic epi neb	7	1.68584962847487E-06		
Other: continuous albuterol mask	7	1.68584962847487E-06		
Other: Modified nasal cannula	7	1.68584962847487E-06		
Other: double barrel BBO2 set back up	7	1.68584962847487E-06		
Other: Aeromask	7	1.68584962847487E-06		
Other: hummidified O2	7	1.68584962847487E-06		
Other: 28% face mask	7	1.68584962847487E-06		
Other: Hand-bag	7	1.68584962847487E-06		
Other: Cool mist face tent	7	1.68584962847487E-06		
Other: 40% mist via face shovel	7	1.68584962847487E-06		
Other: cont 50.8 in 240nss	7	1.68584962847487E-06		
Other: double barrel mask at 100% O2	7	1.68584962847487E-06		
Other: humified blowby oxygen	7	1.68584962847487E-06		
Other: 1L NC and blowby	7	1.68584962847487E-06		
Other: NC/Oximyzer	7	1.68584962847487E-06		
Other: 100% DOUBLE BARREL FACE MASK	6	1.44501396726417E-06		
Other: PasseyMuir Speaking Valve	6	1.44501396726417E-06		
Other: 50 % N2O	6	1.44501396726417E-06		
Other: N2O d/c'd	6	1.44501396726417E-06		
Other: Ambu bag	6	1.44501396726417E-06		
Other: blow by mist for moisture	6	1.44501396726417E-06		
Other: misted o2@30%	6	1.44501396726417E-06		
Other: BB no O2	6	1.44501396726417E-06		
Other: vented	6	1.44501396726417E-06		
Other: cool mist by face mask	6	1.44501396726417E-06		
Other: nebulizer being given	6	1.44501396726417E-06		
Other: shovel mask blow by	6	1.44501396726417E-06		
Other: neb infusing	6	1.44501396726417E-06		
Other: 50% face mask	6	1.44501396726417E-06		
Other: oxygen funnel	6	1.44501396726417E-06		
Other: albuterol atrovent neb	6	1.44501396726417E-06		
Other:  neb also runningy at 6L	6	1.44501396726417E-06		
Other: humidifie mist	6	1.44501396726417E-06		
Other: artificial nose (trach-vent)	6	1.44501396726417E-06		
Other: Cool mist aerosol	6	1.44501396726417E-06		
Other: Anesthesia bag	6	1.44501396726417E-06		
Other: tent face	6	1.44501396726417E-06		
Other: oxygen mist cube	6	1.44501396726417E-06		
Other: Bag Mask	6	1.44501396726417E-06		
Other: face mask cool mist	6	1.44501396726417E-06		
Other: heliox 80/20	6	1.44501396726417E-06		
Other: HME in place	6	1.44501396726417E-06		
Other: trached	6	1.44501396726417E-06		
Other: albuterol neb in progress	6	1.44501396726417E-06		
Other: NC and BB	6	1.44501396726417E-06		
Other: Continuous Albuterol neb.	6	1.44501396726417E-06		
Other: cont.Neb	6	1.44501396726417E-06		
Other: 28% mist cube	6	1.44501396726417E-06		
Other: neb/fish mask	6	1.44501396726417E-06		
Other: simple mask, used as trach mask	6	1.44501396726417E-06		
Other: 50cc via NC	6	1.44501396726417E-06		
Other: \	6	1.44501396726417E-06		
Other: HMH	6	1.44501396726417E-06		
Other: double barrell Aerosol,	6	1.44501396726417E-06		
Other: Pt. is on cool mist.	6	1.44501396726417E-06		
Other: Aerosol mask @ 50%	6	1.44501396726417E-06		
Other: COOL HUMIDIfied mist	6	1.44501396726417E-06		
Other: 100	6	1.44501396726417E-06		
Other: continuos neb	6	1.44501396726417E-06		
Other: FM	6	1.44501396726417E-06		
