ODD FiO2 entries	Count	Percentage	Percentage included	Map to
Other: BagMask	11	1.7769957560495E-06		
Other: passe muir	11	1.7769957560495E-06		
Other: Bagging	11	1.7769957560495E-06		
Other: air mist	11	1.7769957560495E-06		
Other: neb via trach	11	1.7769957560495E-06		
Other: awake sitting up in crib fussing during vital signs	11	1.7769957560495E-06		
Other: nasal cannula 1 L	11	1.7769957560495E-06		
Other: face mask at 15 lpm	11	1.7769957560495E-06		
Other: humdified scoop mask	11	1.7769957560495E-06		
Other: capnography- 2L	11	1.7769957560495E-06		
Other: Bag Mask ventilation	11	1.7769957560495E-06		
Other: 1.5L nasal cannula	11	1.7769957560495E-06		
Other: bag/mask CPAP	11	1.7769957560495E-06		
Other: cont alb	11	1.7769957560495E-06		
Other: Blow-bly	10	1.61545068731773E-06		
1	10	1.61545068731773E-06		
Other: nasal pillows	10	1.61545068731773E-06		
Other: Bubble CPAP via RAM	10	1.61545068731773E-06		
Other: funnel via port o2 tank	10	1.61545068731773E-06		
Other: nasal cannula .5L	10	1.61545068731773E-06		
Other: mcgovern pacifier	10	1.61545068731773E-06		
Other: cool mist 40%	10	1.61545068731773E-06		
Other: nc=2 L/M	10	1.61545068731773E-06		
Other: 28% humidified mist blow-by	10	1.61545068731773E-06		
Other: BB intermittently	10	1.61545068731773E-06		
Other: closed face mask	10	1.61545068731773E-06		
Other: nebulizer mask	10	1.61545068731773E-06		
Other: shovelmask	10	1.61545068731773E-06		
Other: passy-muir valve	10	1.61545068731773E-06		
Other: Humidified 02 Blow By	10	1.61545068731773E-06		
Other: coool mist	10	1.61545068731773E-06		
Other: humidified face tent	10	1.61545068731773E-06		
Other: 1.5L NC	10	1.61545068731773E-06		
Other: FACE MASK	10	1.61545068731773E-06		
Other: Hang Bag-ETT	10	1.61545068731773E-06		
Other: double barrel scoop mask	10	1.61545068731773E-06		
Other: blow by and 2.5 L via nc	10	1.61545068731773E-06		
Other: positive pressure	10	1.61545068731773E-06		
Other: trach cap	10	1.61545068731773E-06		
Other: sip & puff	10	1.61545068731773E-06		
Other: Nasal Canula 1l	10	1.61545068731773E-06		
Other: double barrel BB02	10	1.61545068731773E-06		
Other: weaned to nasal cannula	10	1.61545068731773E-06		
Other: nebulizer/epi	10	1.61545068731773E-06		
Other: cont neb	10	1.61545068731773E-06		
Other: handbagging	10	1.61545068731773E-06		
Other: hiflo	10	1.61545068731773E-06		
Other: humidified air / trach collor	10	1.61545068731773E-06		
Other: bedside blowby	10	1.61545068731773E-06		
Other: HBV	10	1.61545068731773E-06		
Other: coolmist	10	1.61545068731773E-06		
Other: Bag mask by Respiratoy	10	1.61545068731773E-06		
Other: BB O2	10	1.61545068731773E-06		
Other: 50 cc	10	1.61545068731773E-06		
Other: end tidal CO 2 cannula	10	1.61545068731773E-06		
Other: continuous albuterol neb	10	1.61545068731773E-06		
Other: 100% non-rebreather	10	1.61545068731773E-06		
Other: bag-mask	10	1.61545068731773E-06		
Other: IMV	10	1.61545068731773E-06		
Other: Single-barrel, high-flow high FiO2 aerosol mask.	10	1.61545068731773E-06		
Other: Albuterol neb	10	1.61545068731773E-06		
Other: trach collor	10	1.61545068731773E-06		
Other: nasal canaual at 1 3/4 liter	10	1.61545068731773E-06		
Other: nasal cannula and now 50% blowby	10	1.61545068731773E-06		
Other: humd air	10	1.61545068731773E-06		
Other: TRACH	9	1.45390561858595E-06		
Other: MC	9	1.45390561858595E-06		
Other: Humidified BBO2	9	1.45390561858595E-06		
Other: low flow n/c	9	1.45390561858595E-06		
Other: HME trach	9	1.45390561858595E-06		
Other: hunmidiied	9	1.45390561858595E-06		
Other: air by nasal cannula	9	1.45390561858595E-06		
Other: double barrell blow by	9	1.45390561858595E-06		
Other: trach HME	9	1.45390561858595E-06		
Other: o2 at 1 liter nasal canula	9	1.45390561858595E-06		
Other: Nasal CPAP	9	1.45390561858595E-06		
Other: Nasal Cannula on 1.5 liters	9	1.45390561858595E-06		
Other: Home Vent	9	1.45390561858595E-06		
Other: et tube	9	1.45390561858595E-06		
Other: asleep	9	1.45390561858595E-06		
Other: anesthesia machine on intubated with 7.5 ETT suctioned for small	9	1.45390561858595E-06		
Other: non-rbreather	9	1.45390561858595E-06		
Other: NS neb	9	1.45390561858595E-06		
Other: Albuterol Neb	9	1.45390561858595E-06		
Other: holding facial CPAP	9	1.45390561858595E-06		
Other: HMV	9	1.45390561858595E-06		
Other: humdified air	9	1.45390561858595E-06		
Other: cont. albuterol	9	1.45390561858595E-06		
Other: Hifi	9	1.45390561858595E-06		
Other: HME on room air	9	1.45390561858595E-06		
Other: Shiley speaking valve	9	1.45390561858595E-06		
Other: scoop face mask	9	1.45390561858595E-06		
Other: continuous albututerol with heliox	9	1.45390561858595E-06		
Other: double-barrel, set up by RT	9	1.45390561858595E-06		
Other: 100% Nonreabreather	9	1.45390561858595E-06		
Other: 30% blowby	9	1.45390561858595E-06		
Other: infant cube and NC	9	1.45390561858595E-06		
Other: trach mask, moisturized O2	9	1.45390561858595E-06		
Other: bbo2	9	1.45390561858595E-06		
Other: positive pressure ventilation given by md	9	1.45390561858595E-06		
Other: Trilogy BiPAP	9	1.45390561858595E-06		
Other: RAM cannula/BIPAP	9	1.45390561858595E-06		
Other: nebulizer in progress	9	1.45390561858595E-06		
Other: continuous albterol	9	1.45390561858595E-06		
Other: 100% non rebreather	9	1.45390561858595E-06		
Other: 1 liter nc	9	1.45390561858595E-06		
Other: continuous albuterol by mouthpiece	9	1.45390561858595E-06		
Other: face tent for comfort, 100 on RA	9	1.45390561858595E-06		
Other: 1 L nc	9	1.45390561858595E-06		
Other: AVAP	9	1.45390561858595E-06		
Other: cap	9	1.45390561858595E-06		
Other: Heliox with continuous albuterol	9	1.45390561858595E-06		
Other: heliox with continuous albuterol	9	1.45390561858595E-06		
Other: HUmidified masl with O2	9	1.45390561858595E-06		
Other: oxygen delivery	9	1.45390561858595E-06		
Other: anes. bag	9	1.45390561858595E-06		
Other: Bag Mask	8	1.29236054985418E-06		
Other: awake	8	1.29236054985418E-06		
Other: shovel mask and nasal cannula	8	1.29236054985418E-06		
Other: nasal canula. 2 liters.	8	1.29236054985418E-06		
Other: n/c & BBO2	8	1.29236054985418E-06		
Other: nasal cannula/end tidal co2 detector	8	1.29236054985418E-06		
Other: passy-muir valve in place	8	1.29236054985418E-06		
Other: single barrel aerosol mask	8	1.29236054985418E-06		
Other: Nasal tent	8	1.29236054985418E-06		
Other: fish neb mask with O2	8	1.29236054985418E-06		
Other: 1/2 liter nasal cannula	8	1.29236054985418E-06		
Other: nasal cannula.	8	1.29236054985418E-06		
Other: BCV	8	1.29236054985418E-06		
Other: NEBULIZER	8	1.29236054985418E-06		
Other: spkg valve	8	1.29236054985418E-06		
Other: albuterol neb up as well	8	1.29236054985418E-06		
Other: Blow-By MIST ONLY.. Not set to oxygen	8	1.29236054985418E-06		
Other: Blow-By pediatric mask	8	1.29236054985418E-06		
Other: .75	8	1.29236054985418E-06		
Other: 50% FM	8	1.29236054985418E-06		
Other: double barrel mist cube	8	1.29236054985418E-06		
Other: hand ventilation	8	1.29236054985418E-06		
Other: JET ventilation	8	1.29236054985418E-06		
Other: nasal cnula	8	1.29236054985418E-06		
Other: Cont. albuterol via HeliOx	8	1.29236054985418E-06		
Other: 4L NC	8	1.29236054985418E-06		
Other: 2L	8	1.29236054985418E-06		
Other: 50cc	8	1.29236054985418E-06		
Other: 100% NRB	8	1.29236054985418E-06		
Other: TC, double barrel	8	1.29236054985418E-06		
Other: NP	8	1.29236054985418E-06		
Other: Double barrel	8	1.29236054985418E-06		
Other: O2 via mask at 6L	8	1.29236054985418E-06		
Other: single barrel 40%	8	1.29236054985418E-06		
Other: 50%  face mask	8	1.29236054985418E-06		
Other: simple  mask	8	1.29236054985418E-06		
Other: A-BAG	8	1.29236054985418E-06		
Other: bag via trach	8	1.29236054985418E-06		
Other: face mask, 30%	8	1.29236054985418E-06		
Other: 1 L nasal canula and blow by	8	1.29236054985418E-06		
Other: CO2 monitor/o2 device	8	1.29236054985418E-06		
Other: normal saline neb	8	1.29236054985418E-06		
Other: ET tube/ventilator	8	1.29236054985418E-06		
Other: passey valve	8	1.29236054985418E-06		
Other: double barrel high flow face tent	8	1.29236054985418E-06		
Other: capnography/ nasal cannula	8	1.29236054985418E-06		
Other: 3 LNC & 40% face tent	8	1.29236054985418E-06		
Other: Hand bag	8	1.29236054985418E-06		
Other: nonrebreather for transport to ct/ultrasound	8	1.29236054985418E-06		
Other: nasal cannula oxygen	8	1.29236054985418E-06		
Other: blankets	8	1.29236054985418E-06		
Other: humidified 02 facetent	8	1.29236054985418E-06		
Other: 25 cc	8	1.29236054985418E-06		
Other: Heliox 70/30	8	1.29236054985418E-06		
Other: 2.5L NC	8	1.29236054985418E-06		
Other: low flow o2	8	1.29236054985418E-06		
Other: isoflorane	8	1.29236054985418E-06		
Other: uni neb	8	1.29236054985418E-06		
Other: atrovent neb	8	1.29236054985418E-06		
Other: humidified room air via trach collar	8	1.29236054985418E-06		
Other: hummidified o2	8	1.29236054985418E-06		
Other: nasal cannual	8	1.29236054985418E-06		
Other: Facemask.	8	1.29236054985418E-06		
Other: bb O2 with shovel mask on face	8	1.29236054985418E-06		
Other: Humidified Tent	8	1.29236054985418E-06		
Other: hme.	8	1.29236054985418E-06		
Other: nsal cannula	8	1.29236054985418E-06		
Other: 2 liter nasal cannula	7	1.13081548112241E-06		
Other: Neb.	7	1.13081548112241E-06		
Other:  nasal cannula	7	1.13081548112241E-06		
Other: cool mist RA via scoop mask	7	1.13081548112241E-06		
Other: mist cube in place	7	1.13081548112241E-06		
Other: HME cap	7	1.13081548112241E-06		
Other: manual bagging	7	1.13081548112241E-06		
Other: INO	7	1.13081548112241E-06		
Other: home ventilator	7	1.13081548112241E-06		
Other: ambubag	7	1.13081548112241E-06		
Other: Humidified air BB	7	1.13081548112241E-06		
Other: simlpe face mask	7	1.13081548112241E-06		
Other: Nasal Cannula 2L	7	1.13081548112241E-06		
Other: 100% nonrebreather.	7	1.13081548112241E-06		
Other: Humidified air	7	1.13081548112241E-06		
Other: Neb treatment	7	1.13081548112241E-06		
Other: Handbag ETT	7	1.13081548112241E-06		
Other: Manual Bagging	7	1.13081548112241E-06		
Other: ETCO2 nasal cannula	7	1.13081548112241E-06		
Other: cont neb off	7	1.13081548112241E-06		
Other: Nasal cannular and blow by pt mouth breather	7	1.13081548112241E-06		
Other: oral canula	7	1.13081548112241E-06		
Other: hmi	7	1.13081548112241E-06		
Other: double-barrel	7	1.13081548112241E-06		
Other: Nasal trumpet	7	1.13081548112241E-06		
Other: singlebarrel aerosol mask	7	1.13081548112241E-06		
Other: mist Blow-by	7	1.13081548112241E-06		
Other: nasal caula	7	1.13081548112241E-06		
Other: double barrel mask	7	1.13081548112241E-06		
Other: Mist cube	7	1.13081548112241E-06		
Other: Hand Bag	7	1.13081548112241E-06		
Other: humidified, mask	7	1.13081548112241E-06		
Other: cool air mist	7	1.13081548112241E-06		
Other: regular nasal cannula	7	1.13081548112241E-06		
Other: nc 2 liters	7	1.13081548112241E-06		
Other: speaking valve w/O2	7	1.13081548112241E-06		
Other: Simple mask at 3L along w/ 2.5 L  NC	7	1.13081548112241E-06		
Other: room air humidification	7	1.13081548112241E-06		
Other: NC and blow by	7	1.13081548112241E-06		
Other: HME on while awake	7	1.13081548112241E-06		
Other: Continuous albuterol by mask	7	1.13081548112241E-06		
Other: funnell	7	1.13081548112241E-06		
Other: mist collar	7	1.13081548112241E-06		
Other: ETT	7	1.13081548112241E-06		
Other: ETT BVM	7	1.13081548112241E-06		
Other: 1 L nasal cannula	7	1.13081548112241E-06		
Other: trach capped.	7	1.13081548112241E-06		
Other: trach collar with humidified blow by	7	1.13081548112241E-06		
Other: nonrebreather mask placed, head placed in sniff position	7	1.13081548112241E-06		
Other: artificial nose no oxygen	7	1.13081548112241E-06		
Other: 3 LNC, NRB	7	1.13081548112241E-06		
0	7	1.13081548112241E-06		
Other: Normal saline neb	7	1.13081548112241E-06		
Other: baggin via intubation tube	7	1.13081548112241E-06		
Other: NC/ECTO2 monitor	7	1.13081548112241E-06		
Other: hand bag ett	7	1.13081548112241E-06		
Other: bag&mask	7	1.13081548112241E-06		
Other: Facial CPAP	7	1.13081548112241E-06		
Other: blowby	7	1.13081548112241E-06		
Other: Home ventilator	7	1.13081548112241E-06		
Other: double barrel O2 w/mist via face mask	7	1.13081548112241E-06		
Other: continous albuterol/heliox	7	1.13081548112241E-06		
Other: trach w/HME	7	1.13081548112241E-06		
Other: simple mask.	7	1.13081548112241E-06		
Other: Face bag-PPV	7	1.13081548112241E-06		
Other: neb.	7	1.13081548112241E-06		
Other: non-re-breather	7	1.13081548112241E-06		
Other: artificial nose with O2 port	7	1.13081548112241E-06		
Other: Cont Alb with Heliox	7	1.13081548112241E-06		
Other: Hme	7	1.13081548112241E-06		
Other: airmist via blowby	7	1.13081548112241E-06		
Other: blow by not directly at face nearby	7	1.13081548112241E-06		
Other: scoop mask with humidified O2	7	1.13081548112241E-06		
Other: bag mask 100 percent o2	7	1.13081548112241E-06		
Other: sal cannula	7	1.13081548112241E-06		
Other: receiving neb	7	1.13081548112241E-06		
Other: HFOV.	7	1.13081548112241E-06		
Other: speak valve	7	1.13081548112241E-06		
Other: hand bag LMA	7	1.13081548112241E-06		
Other: heliox/cont alb	7	1.13081548112241E-06		
Other: Capnography Nasal Canula	7	1.13081548112241E-06		
Other: mist  blow-by	7	1.13081548112241E-06		
Other: Nasal canula.	7	1.13081548112241E-06		
Other: low flow oxygen	7	1.13081548112241E-06		
Other: nasal canula-	6	9.69270412390636E-07		
Other: Bag mask	6	9.69270412390636E-07		
Other: Face TEnt	6	9.69270412390636E-07		
Other: cont off	6	9.69270412390636E-07		
Other: Low Flow	6	9.69270412390636E-07		
Other: double barrel with bb02,	6	9.69270412390636E-07		
Other: home speaking valve	6	9.69270412390636E-07		
Other: heated trach collar	6	9.69270412390636E-07		
Other: HME with oxygen	6	9.69270412390636E-07		
Other: Heliox 80/20	6	9.69270412390636E-07		
Other: back on blow by	6	9.69270412390636E-07		
Other: end tidaL	6	9.69270412390636E-07		
Other: nc 3 l/m.	6	9.69270412390636E-07		
Other: 100% nonrebreather	6	9.69270412390636E-07		
Other: Nasal CPAP and BBO2 infront of mouth both at 50%	6	9.69270412390636E-07		
Other: ambu bag to trach	6	9.69270412390636E-07		
Other: HME mini	6	9.69270412390636E-07		
Other: 100% blow by	6	9.69270412390636E-07		
Other: 2.5 L	6	9.69270412390636E-07		
Other: Nebulizer treatment	6	9.69270412390636E-07		
Other: Shovel	6	9.69270412390636E-07		
Other: spontaneous breaths through ETT	6	9.69270412390636E-07		
Other: bag valve mask by RTwith cont pressure- maintaining airway	6	9.69270412390636E-07		
Other: nasal  cannula	6	9.69270412390636E-07		
Other: Oral airway	6	9.69270412390636E-07		
Other: tent mist	6	9.69270412390636E-07		
Other: Biphasic Cuirass Ventilation	6	9.69270412390636E-07		
Other: ET tube	6	9.69270412390636E-07		
Other: NRB-	6	9.69270412390636E-07		
Other: nasel cannula and BBO2 face mask	6	9.69270412390636E-07		
Other: HI-FI	6	9.69270412390636E-07		
Other: HME to 1.5 L 02	6	9.69270412390636E-07		
Other: single barrel shovel mask	6	9.69270412390636E-07		
Other: mist by shovel mask	6	9.69270412390636E-07		
Other: trache	6	9.69270412390636E-07		
Other: Heliox/continuous neb	6	9.69270412390636E-07		
Other: trach with hme	6	9.69270412390636E-07		
Other: ETCO2 NC	6	9.69270412390636E-07		
Other: trach collar room air mist	6	9.69270412390636E-07		
Other: Neb mask	6	9.69270412390636E-07		
Other: continous albuterol with heliox	6	9.69270412390636E-07		
Other: Neb in process	6	9.69270412390636E-07		
Other: INTUBATION	6	9.69270412390636E-07		
Other: nasla canula	6	9.69270412390636E-07		
Other: intubated positive pressure venitilation	6	9.69270412390636E-07		
Other: passy- muir	6	9.69270412390636E-07		
Other: 1/2 L NC	6	9.69270412390636E-07		
Other: cool mist BBO2 28%	6	9.69270412390636E-07		
Other: face mask to trach	6	9.69270412390636E-07		
Other: nasal canula 1.5 L	6	9.69270412390636E-07		
Other: shoval mask	6	9.69270412390636E-07		
Other: continuous albuterol and heliox	6	9.69270412390636E-07		
Other: Trach	6	9.69270412390636E-07		
Other: 40% FM	6	9.69270412390636E-07		
Other: double-barrel w/ scoop mask	6	9.69270412390636E-07		
Other: nasal cannula and blow by	6	9.69270412390636E-07		
Other: coolo mist	6	9.69270412390636E-07		
Other: anes bag	6	9.69270412390636E-07		
Other:  face mask	6	9.69270412390636E-07		
Other: NC 1.5L	6	9.69270412390636E-07		
Other: 100% fi02 via A bag	6	9.69270412390636E-07		
Other: HME w/ 2L O2	6	9.69270412390636E-07		
Other: humidfiied O2 via blow by	6	9.69270412390636E-07		
Other: during nebulizer treatment	6	9.69270412390636E-07		
Other: nothing	6	9.69270412390636E-07		
Other: nasal cannula and BBO2	6	9.69270412390636E-07		
Other: hme for bath	6	9.69270412390636E-07		
Other: abag	6	9.69270412390636E-07		
Other: Nasal Cannula started at 1.5 liters to maintain Sat's (Pt. went down to 92% on room air)	6	9.69270412390636E-07		
Other: PEEP	6	9.69270412390636E-07		
Other: nasal canula administering 2L of O2	6	9.69270412390636E-07		
Other: O2 switched to humidified shovel mask	6	9.69270412390636E-07		
Other: Mist tent	6	9.69270412390636E-07		
Other: ambu ETT	6	9.69270412390636E-07		
Other: humidifed O2	6	9.69270412390636E-07		
Other: PSV	6	9.69270412390636E-07		
Other: Nasel Cannula	6	9.69270412390636E-07		
Other: Jet	6	9.69270412390636E-07		
Other: neb treatment being given	6	9.69270412390636E-07		
Other: Double barrel trach collar	6	9.69270412390636E-07		
Other: Alb neb	6	9.69270412390636E-07		
Other: nasal annula	6	9.69270412390636E-07		
Other: 0	6	9.69270412390636E-07		
Other: humidified O2 @ 80%	6	9.69270412390636E-07		
Other: Blow By with Funnel	6	9.69270412390636E-07		
Other: blender	6	9.69270412390636E-07		
Other: neb going	6	9.69270412390636E-07		
Other: Ambu bag  with anethesia at bedside	6	9.69270412390636E-07		
Other: face maske	6	9.69270412390636E-07		
Other: PM valve	6	9.69270412390636E-07		
Other: Scoop mask	6	9.69270412390636E-07		
Other: 2l	6	9.69270412390636E-07		
Other: hvof	6	9.69270412390636E-07		
