Airway Assessment entries	Count	Percentage	Percentage included	Map to
Critical, Other: Grade 3 Critical Airway	33	5.66743199897368E-06		
Other: L VC paresis, hx subglottic stenosis, intermittent stridor	33	5.66743199897368E-06		
Other: compromised with crying r/t tracheal stenosis	33	5.66743199897368E-06		
No compromise, Other: Ram Canulla	33	5.66743199897368E-06		
Critical, Nasopharyngeal airway	33	5.66743199897368E-06		
Positional, Other: Soft collar in place	33	5.66743199897368E-06		
Other: larngyomalacia	33	5.66743199897368E-06		
Positional, Stridorous, Other: stridorous at basline per mom and dad	33	5.66743199897368E-06		
Other: Obstructive	33	5.66743199897368E-06		
Other: LMA	33	5.66743199897368E-06		
No compromise, Other: non productive cough	33	5.66743199897368E-06		
Other: Grade 2 view	33	5.66743199897368E-06		
No compromise, Positional, Other: soft collar	33	5.66743199897368E-06		
Other: upper airway obstruction	33	5.66743199897368E-06		
Stridorous, Other: Stridorous when agitated/crying	33	5.66743199897368E-06		
No compromise, Other: indwelling ng tube in left nare	33	5.66743199897368E-06		
Positional, Other: soft cervical collar for positional airway support	32	5.49569163536842E-06		
Critical, Stridorous, Other: Grade 3 airway	32	5.49569163536842E-06		
Positional, Other: obstructive at times	32	5.49569163536842E-06		
Stridorous, Other: when awake/agitated/crying	32	5.49569163536842E-06		
No compromise, Other: extubated	32	5.49569163536842E-06		
Critical, Other: EA/TEF - do not sxn past 15cm if sxn required	32	5.49569163536842E-06		
No compromise, Other: croupy cough	32	5.49569163536842E-06		
Endotracheal tube, Other: salem sump patent	32	5.49569163536842E-06		
No compromise, Other: stridorous when crying	32	5.49569163536842E-06		
No compromise, Other: enlarged tongue	32	5.49569163536842E-06		
Endotracheal tube, Other: tracheostomy site covered w/ gauze & tegaderm	32	5.49569163536842E-06		
No compromise, Other: tracheomalaccia	32	5.49569163536842E-06		
"Positional, Stridorous, Other: Intermittent ""stridor-like sound"" during agitation/settling periods, hx of tracheomalacia"	32	5.49569163536842E-06		
No compromise, Other: mucositis	32	5.49569163536842E-06		
Other: Referred Airway noise	32	5.49569163536842E-06		
Tenuous, Other: tracheobronchiomalacia, history of airway collapse/desats with agitation	32	5.49569163536842E-06		
Tracheostomy, Other: congenital nasal deformity	32	5.49569163536842E-06		
Tracheostomy, Other: Bivona 6.0 TTS	32	5.49569163536842E-06		
Vocal cord paralysis, Other: known uni-lateral VC paralysis	31	5.32395127176315E-06		
No compromise, Other: hoarse cry	31	5.32395127176315E-06		
Positional, Other: Obstructive/snoring	31	5.32395127176315E-06		
Stridorous, Other: +stridor/noisy breathing- not new and team aware	31	5.32395127176315E-06		
Other: bi-pap	31	5.32395127176315E-06		
No compromise, Other: patient is drooling	31	5.32395127176315E-06		
Other: asthma	31	5.32395127176315E-06		
Oropharyngeal airway, Positional, Stridorous	31	5.32395127176315E-06		
Positional, Unprotected, Other: C collar in place for obstruction	31	5.32395127176315E-06		
Unprotected, Other: replogle dependent	31	5.32395127176315E-06		
No compromise, Other: history of difficult intubation requiring rapid sequence, anterior chords	31	5.32395127176315E-06		
Other: left vocal cord paresis	31	5.32395127176315E-06		
Positional, Other: sleep apnea	31	5.32395127176315E-06		
Cervical spine immobilized, Tracheostomy, Other: neck swelling, C2 fx	31	5.32395127176315E-06		
No compromise, Other: tracheal milasia	31	5.32395127176315E-06		
Critical, Other: positional, micronathia, deemed grade IV airway	31	5.32395127176315E-06		
No compromise, Other: stenotic left nare	31	5.32395127176315E-06		
Endotracheal tube, Other: absent right lung	30	5.15221090815789E-06		
Other: UAC	30	5.15221090815789E-06		
Tracheostomy, Other: subglottic stenosis, tracheal stenosis, tracheostomy	30	5.15221090815789E-06		
Patent, Other: bleeding in mouth, loose teeth	30	5.15221090815789E-06		
Other: Hx of larygnomalacia s/p supraglottoplasty	30	5.15221090815789E-06		
No compromise, Other: Hx OSA	30	5.15221090815789E-06		
Oropharyngeal airway, Tenuous	30	5.15221090815789E-06		
Positional, Other: cleft palate, micrognathia	30	5.15221090815789E-06		
No compromise, Other: possible R nare blockage per mom	30	5.15221090815789E-06		
No compromise, Other: critical airway	30	5.15221090815789E-06		
Positional, Other: C collar in place	30	5.15221090815789E-06		
Other: retracting	30	5.15221090815789E-06		
Endotracheal tube, Vocal cord paralysis, Other: hx left vocal cord paralysis	30	5.15221090815789E-06		
Stridorous, Other: subglotic stenosis	30	5.15221090815789E-06		
No compromise, Other: LMA	30	5.15221090815789E-06		
Positional, Stridorous, Vocal cord paralysis, Other: Mild laryngomalacia	29	4.98047054455263E-06		
Stridorous, Other: upper airway congestion	29	4.98047054455263E-06		
No compromise, Stridorous, Other: stridorous while asleep	29	4.98047054455263E-06		
Other: Critical airway- anterior cords	29	4.98047054455263E-06		
Other: nasal trumpet	29	4.98047054455263E-06		
Patent, Positional, Other: soft collar	29	4.98047054455263E-06		
No compromise, Other: trachealmalasia	29	4.98047054455263E-06		
No compromise, Other: 1.5 L via nasal cannula	29	4.98047054455263E-06		
No compromise, Other: patent tracheostomy stoma	29	4.98047054455263E-06		
No compromise, Other: s/p T&A	29	4.98047054455263E-06		
Other: hx of laryngeal cleft	29	4.98047054455263E-06		
No compromise, Other: CPAP o/n	29	4.98047054455263E-06		
Other: cleft lip + palate	29	4.98047054455263E-06		
Other: Nasal packing	29	4.98047054455263E-06		
No compromise, Other: hypotonic/shoulder rolls/side to side	29	4.98047054455263E-06		
Other: resps intermittently noisy	29	4.98047054455263E-06		
No compromise, Other: BiPAP on	29	4.98047054455263E-06		
No compromise, Stridorous, Other: stridorous when crying	29	4.98047054455263E-06		
Positional, Other: s/p tongue lip adhesion	29	4.98047054455263E-06		
Other: Hx of tracheomalasia- when crying, stridulous	29	4.98047054455263E-06		
Critical, Tracheostomy, Other: upper oral airway stent with 4.5 ETT taped at 14cm.	29	4.98047054455263E-06		
Other: palate packing	29	4.98047054455263E-06		
Critical, Other: hx difficult intubation	29	4.98047054455263E-06		
Positional, Stridorous, Other: when awake/cry	29	4.98047054455263E-06		
No compromise, Oropharyngeal airway, Positional	29	4.98047054455263E-06		
No compromise, Other: HFNC	29	4.98047054455263E-06		
Other: unrepaired TEF/EA	29	4.98047054455263E-06		
No compromise, Other: upper airway congestion- chronic per parent report	29	4.98047054455263E-06		
No compromise, Other: Laryngomalacia	29	4.98047054455263E-06		
Positional, Other: obstructive breathing	29	4.98047054455263E-06		
No compromise, Other: occasional stridor when awake	29	4.98047054455263E-06		
Nasopharyngeal airway, Other: 4.0 NP tube	29	4.98047054455263E-06		
No compromise, Other: upper airway obstruction	28	4.80873018094737E-06		
No compromise, Vocal cord paralysis, Other: Left vocal cord paralysis, right vocal cord without issue - ORL states pt has stable airway	28	4.80873018094737E-06		
Vocal cord paralysis, Other: intermittent stridor	28	4.80873018094737E-06		
No compromise, Other: hypotonia	28	4.80873018094737E-06		
Critical, Other: Grade 2 Airway	28	4.80873018094737E-06		
No compromise, Other: upper airway congestion, occassional cough	28	4.80873018094737E-06		
Other: Stoma in anterior neck from old tracheostomy. Some air movement from site.	28	4.80873018094737E-06		
No compromise, Other: repogle at 12cm	28	4.80873018094737E-06		
No compromise, Other: BASELINE PER MOM	28	4.80873018094737E-06		
Other: Ram Cannula	28	4.80873018094737E-06		
No compromise, Other: intermittent stridor at baseline	28	4.80873018094737E-06		
No compromise, Other: Obstructive breathing when asleep, MD aware	28	4.80873018094737E-06		
Critical, Endotracheal tube, Patent, Other: tongue swollen, critical by report  per ORL concerns	28	4.80873018094737E-06		
No compromise, Other: congestion- upperairway	28	4.80873018094737E-06		
Positional, Other: Replogle in place	28	4.80873018094737E-06		
No compromise, Other: mild stridor with agitation	28	4.80873018094737E-06		
Endotracheal tube, Other: Lymphatic malformation of neck and tongue, obstructive	28	4.80873018094737E-06		
Other: abdominal distention	28	4.80873018094737E-06		
No compromise, Other: weak	28	4.80873018094737E-06		
No compromise, Other: Grade III airway,	28	4.80873018094737E-06		
Critical, Other: Multiple intubation attempts for OR see note	28	4.80873018094737E-06		
No compromise, Other: large tongue. Keep side lying or prone	28	4.80873018094737E-06		
No compromise, Other: OSA- oxygen required while asleep	28	4.80873018094737E-06		
Positional, Unprotected, Other: laryngomalacia	28	4.80873018094737E-06		
Stridorous, Vocal cord paralysis, Other: tracheomalacia	28	4.80873018094737E-06		
Positional, Other: Intermittent apnea that is self resolving	28	4.80873018094737E-06		
Other: moderate amount of upper airway congestion	28	4.80873018094737E-06		
No compromise, Other: decannulated	28	4.80873018094737E-06		
Unprotected, Other: replogle in place to CLWS	28	4.80873018094737E-06		
Critical, Other: micrognathia	28	4.80873018094737E-06		
Positional, Other: stridor when agitated	28	4.80873018094737E-06		
No compromise, Other: hx laryngomalacia	27	4.6369898173421E-06		
Other: oral airway in place	27	4.6369898173421E-06		
Other: packing right nare	27	4.6369898173421E-06		
No compromise, Other: BiPAP while asleep	27	4.6369898173421E-06		
Critical, Other: Grade IV Airway	27	4.6369898173421E-06		
Endotracheal tube, Nasopharyngeal airway	27	4.6369898173421E-06		
Endotracheal tube, Other: subglotic stenosis	27	4.6369898173421E-06		
No compromise, Other: vocal cord hoarseness	27	4.6369898173421E-06		
No compromise, Other: narrow nasal passages d/t disease process. Upper airway congestion.	27	4.6369898173421E-06		
Critical, Stridorous, Tenuous	27	4.6369898173421E-06		
No compromise, Other: laryngomalacia at baseline, stridorous @ baseline	27	4.6369898173421E-06		
Stridorous, Other: baseline stridor	27	4.6369898173421E-06		
Other: laryngomalacia, floppy airway	27	4.6369898173421E-06		
No compromise, Other: history of tracheomalacia	27	4.6369898173421E-06		
Positional, Unprotected, Other: soft collar in place	27	4.6369898173421E-06		
Other: Mild Stridor	27	4.6369898173421E-06		
No compromise, Other: tracheal rings	27	4.6369898173421E-06		
Other: most recent sleep study showing obstructive and central apnea	27	4.6369898173421E-06		
Stridorous, Other: stridorous with agitation, quiet at rest	26	4.46524945373684E-06		
No compromise, Other: tracheal malacia	26	4.46524945373684E-06		
Stridorous, Other: laryngomalacia and question of right vocal cord dysfunction	26	4.46524945373684E-06		
No compromise, Other: obstructive	26	4.46524945373684E-06		
Critical, Other: mediastinal mass present	26	4.46524945373684E-06		
No compromise, Other: Upper airway wheeze/rhonchi	26	4.46524945373684E-06		
Positional, Other: Upper airway obstruction s/p T&A	26	4.46524945373684E-06		
Unprotected, Other: Repogle in place	26	4.46524945373684E-06		
Other: baseline stridor, noisy breathing when awake	26	4.46524945373684E-06		
Positional, Other: Macroglossia, difficulty handling oral secretions	26	4.46524945373684E-06		
Endotracheal tube, Other: mucositis	26	4.46524945373684E-06		
Critical, Edematous, Other: Grade3/4	26	4.46524945373684E-06		
No compromise, Other: trach stoma	26	4.46524945373684E-06		
Positional, Stridorous, Unprotected, Other: Risk for aspiration. pt has thick oral secretions, weak cough, unable to clear secretions effectively.	26	4.46524945373684E-06		
No compromise, Stridorous, Other:	26	4.46524945373684E-06		
Other: upper airway congestion.	26	4.46524945373684E-06		
No compromise, Other: periodic tachypnea noted	26	4.46524945373684E-06		
Positional, Other: neck roll	26	4.46524945373684E-06		
Positional, Other: soft collar on	26	4.46524945373684E-06		
No compromise, Stridorous, Other: intermittently stridorous	26	4.46524945373684E-06		
No compromise, Other: Soft collar used to help with stridor	26	4.46524945373684E-06		
No compromise, Other: occassional stridor	26	4.46524945373684E-06		
Tracheostomy, Other: Pt chronically trach (41 mmg 4.0 inner/ 6.0 outer cannula).	26	4.46524945373684E-06		
No compromise, Tracheostomy, Vocal cord paralysis	26	4.46524945373684E-06		
Critical, Endotracheal tube, Other: Large tongue	26	4.46524945373684E-06		
No compromise, Other: trachomalcia	26	4.46524945373684E-06		
No compromise, Other: BIPAP mask in situ	26	4.46524945373684E-06		
Stridorous, Other: Stridor at baseline	26	4.46524945373684E-06		
Positional, Other: needs neck roll due to large head	26	4.46524945373684E-06		
Critical, Positional, Other: macroglossia	26	4.46524945373684E-06		
Positional, Other: ostructive airway with positioning	26	4.46524945373684E-06		
No compromise, Patent, Other: History of Critical Airway. Diverticulum of trachea present	26	4.46524945373684E-06		
No compromise, Other: hx. laryngeal cleft/	25	4.29350909013158E-06		
No compromise, Other: noisy upper airway when upset	25	4.29350909013158E-06		
No compromise, Other: Intermittent stridor	25	4.29350909013158E-06		
No compromise, Other: CPAP at night	25	4.29350909013158E-06		
Critical, Other: Critical Grade 4 Airway	25	4.29350909013158E-06		
Positional, Other: Upper airway congestion	25	4.29350909013158E-06		
Unprotected, Other: upper airway congestion	25	4.29350909013158E-06		
No compromise, Other: airway out	25	4.29350909013158E-06		
Critical, Tracheostomy, Other: type 4 laryngotracheal cleft	25	4.29350909013158E-06		
No compromise, Patent, Other: healing tracheostomy site s/p decannulation 3 months ago	25	4.29350909013158E-06		
Other: HALO in place	25	4.29350909013158E-06		
Other: tracheal malasia	25	4.29350909013158E-06		
Positional, Other: patient's PMH prevents patient from extending neck and opening airway	25	4.29350909013158E-06		
Other: large mediastinal mass present with tracheal shift	25	4.29350909013158E-06		
No compromise, Other: stridor with cry	25	4.29350909013158E-06		
Endotracheal tube, Other: Audible air leak, ICU team aware	25	4.29350909013158E-06		
Vocal cord paralysis, Other: left side	25	4.29350909013158E-06		
No compromise, Other: CDH, nasal cannula	25	4.29350909013158E-06		
Other: choanal stenosis, cleft palate	25	4.29350909013158E-06		
Nasopharyngeal airway, Patent	25	4.29350909013158E-06		
No compromise, Other: tracheostomy stoma present. Decanulated August 2011	25	4.29350909013158E-06		
Stridorous, Other: Intermittent	25	4.29350909013158E-06		
Patent, Tenuous	25	4.29350909013158E-06		
No compromise, Other: NC CPAP	25	4.29350909013158E-06		
Positional, Tenuous, Unprotected	25	4.29350909013158E-06		
Critical, Positional, Other: s/p tongue-lip adhesion	25	4.29350909013158E-06		
Other: difficult intubation, uses 4-6.5 ET tube, cannot hyperextend neck due to bone density issues	25	4.29350909013158E-06		
Other: larngyomalacia, stridorous at times	25	4.29350909013158E-06		
Other: BiPAP mask	25	4.29350909013158E-06		
No compromise, Other: vocal cord hypomobility	25	4.29350909013158E-06		
No compromise, Other: old trach site remains slightly open but covered by occlusive dressing. Dressing changed by dad	25	4.29350909013158E-06		
Stridorous, Other: inspiratory	25	4.29350909013158E-06		
Unprotected, Other: copious oral secretions	24	4.12176872652631E-06		
